PRODUCT NAME ,ITEM CODE,CATEGORY,SUBCATEGORY,BRAND ,HS CODE,MODEL SERIES ,MDR ,COLOR/TAGS,PACK NAME ,PCS PER PACK ,,
TOTAL PROTIEN 1X100ML ,BIO 18,BIOCHEMISTRY KITS,BIOSCIEN,BIOSCIEN,3822.9000,,,,1X1,1,,
TRIGLYCERIDE 1X100ML,BIO 19,BIOCHEMISTRY KITS,BIOSCIEN,BIOSCIEN,3822.9000,,,,1X1,1,,
TRIGLYCERIDE 2X100+50 ML ,BIO 20,BIOCHEMISTRY KITS,BIOSCIEN,BIOSCIEN,3822.9000,,,,1X1,1,,
UREA 2X100+50 ML ,BIO 21,BIOCHEMISTRY KITS,BIOSCIEN,BIOSCIEN,3822.9000,,,,1X1,1,,
UREA 4X50 ML ,BIO 22,BIOCHEMISTRY KITS,BIOSCIEN,BIOSCIEN,3822.9000,,,,1X1,1,,
URIC ACID 1X100ML,BIO 23,BIOCHEMISTRY KITS,BIOSCIEN,BIOSCIEN,3822.9000,,,,1X1,1,,
URIC ACID 3 X 100 ,BIO 24,BIOCHEMISTRY KITS,BIOSCIEN,BIOSCIEN,3822.9000,,,,1X1,1,,
URIC ACID 5X100 ML ,BIO 25,BIOCHEMISTRY KITS,BIOSCIEN,BIOSCIEN,3822.9000,,,,1X1,1,,
TRIGLYCERIDE 200 ML KIT ,BIO 26,BIOCHEMISTRY KITS,BIOSCIEN,BIOSCIEN,3822.9000,,,,1X1,1,,
TRIGLYCERIDE 500 ML KIT ,BIO 27,BIOCHEMISTRY KITS,BIOSCIEN,BIOSCIEN,3822.9000,,,,1X1,1,,
ANTI HUMAN GLOBULIN 10 ML ,ATL 1,BIOCHEMISTRY KITS,ATLAS,ATLAS,3822.9000,,,,1X1,1,,
BOVINE ALBUMIN 22% 10 ML ,ATL 2,BIOCHEMISTRY KITS,ATLAS,ATLAS,3822.9000,,,,1X1,1,,
ALKALINE KIT 10 X 100  ,BIO R 1,BIOCHEMISTRY KITS,BIORESEARCH,BIORESEARCH,3822.9000,,,,1X1,1,,
SGPT KIT  10X100 ML,BIO R 2,BIOCHEMISTRY KITS,BIORESEARCH,BIORESEARCH,3822.9000,,,,1X1,1,,
UREA 4X250 ML ,BIO R 3,BIOCHEMISTRY KITS,BIORESEARCH,BIORESEARCH,3822.9000,,,,1X1,1,,
URIC ACID  10X100 ML,BIO R 4,BIOCHEMISTRY KITS,BIORESEARCH,BIORESEARCH,3822.9000,,,,1X1,1,,
RF 100 TEST ,L1,BIOCHEMISTRY KITS,LAB KITS,LAB KITS,3822.9000,,,,1X1,1,,
URIC ACID 2X50 ML ,L2,BIOCHEMISTRY KITS,LAB KITS,LAB KITS,3822.9000,,,,1X1,1,,
CHOLETERL 2X50 ML ,L3,BIOCHEMISTRY KITS,LAB KITS,LAB KITS,3822.9000,,,,1X1,1,,
TRIGLYCERIDE KIT 2X125 ML,L4,BIOCHEMISTRY KITS,LAB KITS,LAB KITS,3822.9000,,,,1X1,1,,
ABD ,C1,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
ALBUMIN 3X100 ML ,C2,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
ALBUMIN.  2X500 ML ,C3,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
ALKALINE PHOSPHATASE 1000ML ,C4,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
ALKALINE PHOSPHATASE 10X100 ML ,C5,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
ALKALINE PHOSPHATASE 1X50 ML ,C6,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
ALKALINE PHOSPHATASE 2X500,C7,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
BILIRUBIN .TOTAL     1X200 ML ,C8,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
BILIRUBIN TOTAL & DIRECT  5X100+25 ML ,C9,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
BILIRUBIN TOTAL & DIRECT 1050ML ,C10,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
CALCIUM    2X100 ML ,C11,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
CALCIUM 10X100 ML ,C12,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
CHOLESTEROL   2X50 ML ,C13,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
CHOLESTEROL  2X100 ML ,C14,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
CHOLESTEROL 10X100 ML ,C15,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
CREATANIN 2X100 ML ,C16,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
CREATANIN 2X500 ML ,C17,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
HDL 2X50 ML ,C18,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
HDL CHOLESTEROL 1000 ML ,C19,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
LDL CHOLESTEROL 6X50 ML ,C20,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
RAPPI STAIN  3X500 ML ,C21,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
SGOT COLORIMETRIC 2X50 ML ,C22,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
SGOT IFCC   1X50 ML ,C23,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
SGOT IFCC 10X100 ML ,C24,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
SGOT IFCC 2X500 ML ,C25,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
SGPT COLORIMETRIC 2X50 ML ,C26,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
SGPT IFCC   1X50 ML ,C27,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
SGPT IFCC 10X100 ML ,C28,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
SGPT IFCC 2X500 ML ,C29,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
TOTAL PROTEIN 3X100 ML ,C30,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
TOTAL PROTEIN. 2X500 ML ,C31,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
TRIGLYCERIDE 2X100 ML  ,C32,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
TRIGLYCERIDE 2X50 ML ,C33,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
TRIGLYCERIDE 6X50 ML ,C34,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
UREA  BERTHILOT  2X100 ML ,C35,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
UREA  BERTHILOT  6X50  ML ,C36,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
UREA  BERTHILOT.  4X250 ML ,C37,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
URIC ACID    2X100 ML ,C38,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
URIC ACID  10X100 ML ,C39,BIOCHEMISTRY KITS,CRESCENT ,CRESCENT ,3822.9000,,,,1X1,1,,
ACETIC ACID 33% 250 ML,D1,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
ALBERT STAIN 2X500 ML,D2,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
BARIUM CHOLORIDE 10 % 500,D3,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
BENDICT SOLUTION 500 ML,D4,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
BLEECH 1XLITER,D5,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
CA 50,D6,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
CALCIUM CHLORIDE 0.025 MOL/L 500 ML,D7,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
CALCIUM CHLORIDE 250 ML,D8,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
CARBAL FUSCHIN 250 ML,D9,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
CARBOL FUCHSIN 500 ML,D10,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
CEDER WOOD OIL 500 ML,D11,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
CRYSTAL VIOLET 250 ML,D12,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
CRYSTAL VIOLET 500 ML,D13,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
DECOLOURIZER (GM) 250 ML,D14,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
DECOLOURIZER (GM) 500 ML,D15,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
DECOLOURIZER (ZN) 250 ML,D16,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
DECOLOURIZER(ZN) 500 ML,D17,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
DPX MOUNTING OIL 500 ML,D18,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
E.S.R.SOLUTION 500 ML,D19,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
EA 50  PAPANICOLAOU 500 ML,D20,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
EDTA SOLUTION 500 ML,D21,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
EOSIN Y 1.0 % 500 ML,D22,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
EOSINOPHIL COUNT 250 ML,D23,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
EOSINOPHIL COUNT 500 ML,D24,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
ESR SULTION,D25,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
FIELD STAIN   A 250 ML,D26,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
FIELD STAIN   A 500 ML,D27,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
FIELD STAIN   B 250 ML,D28,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
FIELD STAIN   B 500 ML,D29,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
GIEMSA STAIN  250 ML,D30,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
GIEMSA STAIN  500 ML,D31,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
GIEMSA STAIN 1000 ML,D32,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
GRAM IODINE   250 ML,D33,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
GRAM IODINE   500 ML,D34,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
GRAM STAIN SET 4X250 ML,D35,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
GRAM STAIN SET 4X500 ML,D36,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
HARRIS HEMATOXYLINE 500 ML,D37,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
HB REAGENT 500 ML,D38,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
INDIAN INK 100 ML,D39,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
KOVAC REAGENT 100 ML,D40,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
KOVAC REAGENT 250 ML,D41,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
"LIESHMAN, STAIN 250 ML",D42,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
"LIESHMAN, STAIN 500 ML",D43,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
LUGOL IODINE  500 ML,D44,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
MASSON TRICHRONE,D45,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
METHALINE BLUE 250 ML,D46,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
METHYLENE BLUE 500 ML,D47,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
N/10  HCL 250 ML,D48,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
N/10 HCL 500 ML,D49,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
OG 6 PAPNICOLAOU 500 ML,D50,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
PAP COLOR 4X250 ML,D51,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
PAP COLOR 4X500 ML,D52,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
PAS STAIN  3X500 ML,D53,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
PERL STAIN KIT (IRON STAIN ),D54,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
PLATELET COUNT 250 ML,D55,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
PLATELET COUNT 500 ML,D56,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
POTASSIUM HYDROXIDE 500 ML,D57,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
RBC COUNT 500 ML,D58,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
RETICULOCYTE COUNT STAIN 120 ML,D59,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
RETICULOCYTE COUNT STAIN 250 ML,D60,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
RETICULOCYTE COUNT STAIN 500 ML,D61,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
SAFRANINE STAIN 250 ML,D62,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
SAFRANINE STAIN 500 ML,D63,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
SCHIFF REAGENT 500 ML,D64,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
SEMEN DILUTING FLUIDE 250 ML,D65,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
SEMEN DILUTING FLUIDE 500 ML,D66,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
SUDAN BLACK KIT,D67,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
SULPHRUIC ACID 20% 500 ML,D68,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
WBC COUNT 500 ML,D69,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
"WRIGHT ,STAIN 500 ML",D70,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
Z.N STAIN SET 3X250 ML,D71,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
Z.N STAIN SET 3X500 ML,D72,STAINS ,DIACHEM,DIACHEM,3822.9000,,,,1X1,1,,
BEAKAR 500 ML,G1,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
BEAKER 100 ML,G2,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
BEAKER 50 ML,G3,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
CAPILARY TUBE RED BOTTLE 1X100,G4,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
CAPPLIRY TUBE BLUE BOTTLE,G5,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
CENTRIFUGE TUBE GLASS 10 ML,G6,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
CENTRIFUGE TUBE GLASS 15 ML,G7,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
COUNTING CHAMBER (CHINA),G8,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
COUNTING CHAMBER (GERMAN),G9,DISPOSSABLE ,GLASS WARE ,GERMANY,7017.9000,,,,1X1,1,,
COVER SLIP 18X18 MM 10X100 CHINA,G10,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
COVER SLIP 18X18 MM 1X200 GMBH,G11,DISPOSSABLE ,GLASS WARE ,GMBH,7017.9000,,,,1X1,1,,
COVER SLIP 22X22 MM 1X200 GMBH,G12,DISPOSSABLE ,GLASS WARE ,GMBH,7017.9000,,,,1X1,1,,
COVER SLIP 24X50 MM (MARIENFILED) 10X100,G13,DISPOSSABLE ,GLASS WARE ,MARIENFIELD,7017.9000,,,,1X1,1,,
COVER SLIP 24X50 MM 1X100 GMBH,G14,DISPOSSABLE ,GLASS WARE ,GMBH,7017.9000,,,,1X1,1,,
CULTURE BOTTLE LARGE,G15,DISPOSSABLE ,GLASS WARE ,RSB,7017.9000,,,,1X1,1,,
CULTURE BOTTLE SMALL,G16,DISPOSSABLE ,GLASS WARE ,RSB,7017.9000,,,,1X1,1,,
CYLINDER 1000 ML,G17,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
EMPTY BOTTLE,G18,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
ESR PIPPETTE GLASS 300 MM,G19,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
GLASS SLIDE  1X65,G20,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
GLASS SLIDE 1X72,G21,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
GLASS SLIDE 1X72 IMMUMED,G22,DISPOSSABLE ,GLASS WARE ,IMMUMED,7017.9000,,,,1X1,1,,
GLASS SLIDE 1X72 PCS (BIOPRO),G23,DISPOSSABLE ,GLASS WARE ,BIOPRO,7017.9000,,,,1X1,1,,
GLASS SLIDE FROSTED 1X65,G24,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
GLASS SLIDE FROSTED 1X72,G25,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
HB  TUBE,G26,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
HB PIPETTE,G27,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
PETRI DISH 120 MM GLASS,G28,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
"PETRI DISH GLASS 4"" 1X1",G29,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
PIPETTE 0.1 ML,G30,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
PIPETTE 0.2 ML,G31,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
PIPETTE GLASS   1 ML,G32,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
PIPETTE GLASS   2 ML,G33,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
PIPETTE GLASS   5 ML,G34,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
PIPETTE GLASS 10  ML,G35,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
PT TUBE 10 ML RENGI,G36,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
RBC PIPETTE,G37,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
REAGENT BOTTLE,G38,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
REAGENT BOTTLE BLUE SCREW CAP   500 ML,G39,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
REAGENT BOTTLE BLUE SCREW CAP 1000 ML,G40,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
REFERENCE MEMBRANE ASSY,G41,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
STANING JAR GLASS TRY TYPE 5 SLIDE,G42,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE 12X75 GLASS 1X100,G43,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS 12X100 MM,G44,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS 12X100 MM,G45,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS 16X150 MM,G46,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS 18X150 MM,G47,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS 50 ML,G48,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS SCREW CAP 13X100,G49,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS SCREW CAP 15X100,G50,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS SCREW CAP 16X160,G51,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS SCREW CAP 18X180,G52,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS SCREW CAP 20X150,G53,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS SCREW CAP 20X200,G54,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS SCREW CAP 25X150,G55,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
TEST TUBE GLASS SCREW CAP 25X200,G56,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
WBC PIPETTE,G57,DISPOSSABLE ,GLASS WARE ,CHINA,7017.9000,,,,1X1,1,,
ANALYZER MAINBOARD,E1,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
BLOOD BAG MIXER WITH WEIGHT,E2,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
BLOOD BAG SHAKER(MIXER),E3,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
CENTRIFUGE  A 900,E4,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
CENTRIFUGE 800 L TIMER,E5,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
CENTRIFUGE 800L,E6,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
CENTRIFUGE MACHINE 80-ILT,E7,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
CENTRIFUGE MACHINE 800,E8,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
CENTRIFUGE MACHINE MINI,E9,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
CHEMISTRY ANALYZER,E10,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
DIGITAL CENTRIFUGE MACHINE 802,E11,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
DIGITAL CLORIMETR MACHINE,E12,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
MICROSCOPE (2PCS 10X 2 PCS 16X EYEPIECE),E13,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
MICROSCOPE 107BN,E14,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
MICROSCOPE ARTICULATED,E15,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
PLASAMA EXTRACTOR,E16,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
PLASAMA EXTRACTOR SPRING,E17,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
ROLLER MIXER LARGE,E18,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
ROLLER MIXER MEDIUM,E19,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
ROLLER MIXER SMALL,E20,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
SLIDE VIEWER FIXED,E21,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
SLIDE VIEWER LIGHT,E22,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
SLIDE VIEWER MOVEABLE,E23,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
URINE ANALYZER COMBO STIK R-300,E24,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
WATER BATH,E25,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
WATER BATH DRY,E26,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
WEIGHT MACHINE,E27,EQUIPMENT ,MACHINES ,,,,,,1X1,1,,
MICRO PIPETTE       0.5-10 UL,M1,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE       2-20   UL,M2,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE       5-50   UL,M3,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE      20-200 UL,M4,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE     10-100  UL,M5,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE   100-1000 UL,M6,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE   200-1000 UL,M7,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE   500-5000 UL,M8,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE  1000-5000 UL,M9,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE FIX    5 UL,M10,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE FIX   10 UL,M11,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
