PRODUCT NAME ,ITEM CODE,CATEGORY,SUBCATEGORY,BRAND ,HS CODE,MODEL SERIES ,MDR ,COLOR/TAGS,PACK NAME ,PCS PER PACK ,,
MICRO PIPETTE FIX   20 UL,M12,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE FIX   50 UL,M13,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE FIX  100 UL,M14,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE FIX  200 UL,M15,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE FIX  500 UL,M16,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MICRO PIPETTE FIX 1000 UL,M17,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MINI PIPETTE FIX   50 UL,M18,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
MINI PIPETTE FIX 100 UL,M19,PIPETTE,MICRO PIPETTE,CHINA,,,,,1X1,1,,
ALCOHAL SWAB  1X100,P1,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
ALCOHAL SWAB  1X200,P2,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
ALCOHOL SWAB 1X200 (BIOPRO),P3,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
BECKMAN 700 SAMPL(SLECTRA) CUP PS 1X1000,P4,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
BECKMAN CX SAMPLE CUP PS 1X1000,P5,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
BLOOD LANCET STEEL 1X200,P6,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
BLOOD LANCET TWIST 1X100,P7,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
BLOOD LANCET TWIST 1X200 (BIOPRO),P8,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
BLOOD LANCET TWIST 1X200 PCS,P9,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
BLUE  TIP  UNIVERSAL 1X500,P10,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
BLUE TIP BOX  EMPTY,P11,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
BRUSH,P12,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
CA 50 SYSMEX (EA 50) SAMPLE TUBE,P13,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
CENTRIFUGE BUCKET,P14,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
CHLORINE TABLETE BOTTLE,P15,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
CLOSED DROPER  3 ML,P16,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
CONICAL TUBE PS 16X102 MM,P17,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
COUNTING PAIR,P18,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
CRYOVIAL 1.8 ML,P19,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
CRYOVIAL 1.8 ML  BOX 100 WELL WITH COVER,P20,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
CULTURE SWAB TUBE WOODEN STICK 1X100,P21,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
DIAMOND PENCIL,P22,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
DROPER GRADUATED  3 ML,P23,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
DUSTBIN 100 LTRS,P24,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
DUSTBINS 18 LTRS,P25,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
DUSTBINS 25 LTRS,P26,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
DUSTBINS 30 LTRS,P27,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
DUSTBINS 45 LTRS,P28,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
EMBEDDING CASSETTE WITH LID 1X250,P29,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
ESR FILLER    2 ML (PUMP),P30,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
ESR FILLER 10 ML (PUMP),P31,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
ESR FILLER 25 ML,P32,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
ESR PIPPET PLASTIC,P33,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FACE MASK W FILTER,P34,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FACE MASK WOF,P35,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FACE SHEET N,P36,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FALCON CENTRIFUGE TUBE 15 ML,P37,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FALCON CENTRIFUGE TUBE 50 ML,P38,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FALCON CENTRIFUGE TUBE 50 ML 1X25 WITH RACK,P39,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FALCON RACK OF CENTRIFUGE 15 ML,P40,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FALCON RACK OF CENTRIFUGE 50 ML,P41,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FILTER TIP BOX     10 UL (WHITE) 1X96,P42,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FILTER TIP BOX   200 UL (YELLOW) 1X96,P43,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FILTER TIP BOX 1000 UL (BLUE) 1X96,P44,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FIRST AID BOX 200 SMALL,P45,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FIRST AID BOX 300  MEDIUM,P46,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FIRST AID BOX 500 LARGE,P47,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FIRST AID BOX 700  EXTRA LARGE,P48,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FREEZING TUBE 1.8 ML 1X500,P49,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
FREEZING TUBE 5 ML 1X200,P50,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
GEL SWAB,P51,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
GOOGLES,P52,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
HITACHI CUP 1X500,P53,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
LATEX  SURGICAL GLOVES 1X100,P54,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
MICRO CENTRIFUGE TUBE 1.5 RNA-DNA FREE,P55,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
MICRO PIPETTE STAND,P56,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
MICRO TUBE 0.2 ML (SERUM CUP WITH LID 1X100),P57,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
MICRO TUBE 0.5 ML WITH LID 1X100,P58,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
MICRO TUBE RACK 60 WELL W/O COVER,P59,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
MICRO TUBE RACK 96 WELL W/O COVER,P60,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
MISC ITEM FIRS AID OTHER,P61,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
MOB TRALLY,P62,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
MULTI PURPOSE TUBE RACK,P63,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
NATURAL WHITE TIP 10UL SHORT (1X1000),P64,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
NATURAL WHITE TIP 5 ML (5000UL) CITO 1X250 PCS,P65,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
PCR 96 WELL CULTURE PLATE  0.2 ML (U-SHAPED),P66,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
PETRI DISH PS 90 X15MM 1XPAIR,P67,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
PRINTER ROLL,P68,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SAFETY  BOX 5 LTR,P69,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SERUM CUP  1.5 ML 1X500,P70,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SERUM CUP  2    ML 1X500,P71,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHARP CANE 5 LTR (JAR TYPE),P72,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHARP CONTAINER    1.68 LTRS,P73,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHARP CONTAINER   3 LTRS,P74,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHARP CONTAINER   5 LTRS,P75,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHARP CONTAINER   7 LTRS,P76,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHARP CONTAINER  10 LTRS,P77,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHARP CONTAINER  15 LTRS,P78,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHARP CONTAINER  18  LTRS,P79,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHARP CONTAINER  23 LTRS,P80,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHARP CONTAINER  IDLER WHEEL 50 LTRS,P81,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHARP CONTAINER FOR LAB PEDAL  50 LTRS,P82,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SHOPER,P83,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SIGMA CUP 1X1000,P84,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SLIDE TRAY 20 PLACES,P85,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SPIL KIT ROLLER BOX SERIES,P86,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SPUTUM CUP,P87,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
STETO  SCOPE,P88,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
STOOL CONTAINER,P89,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
STOPER 12X75 MM 1X1000,P90,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
STOPER 13X75 MM 1X1000,P91,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
STORAGE BOX (MICRO TUBE1.5 ML)72 WELL,P92,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SYRING CUTTER 3 L,P93,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SYRING CUTTER 5 L,P94,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SYRING CUTTER PLASTIC STEEL HANDLE,P95,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SYRINGE CUTTER  STEEL,P96,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SYRINGE CUTTER PLASTIC,P97,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
SYRINGE STOPPER 1X1000,P98,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TECO CUP 1X1000,P99,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TEST TUBE 12X75 PS 1X500,P100,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TEST TUBE 16X100 PS,P101,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TEST TUBE PS 13X75 MM,P102,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TEST TUBE RACK 24 HOLE,P103,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TEST TUBE RACK PS 90 HOLE,P104,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TISSUE CULTURE FLASK  25 ML,P105,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TISSUE CULTURE FLASK  50ML,P106,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TISSUE CULTURE FLASK 250 ML,P107,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TISSUE CULTURE FLASK 600 ML,P108,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TISSUE CULTURE FLASK 850 ML,P109,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TORNI QUIT WITH BUTTON,P110,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TORNIQUIT SIMPLE,P111,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TUBE RACK 50 HOLE,P112,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
TUBE RACK DETACHABLE 13 MM 50 HOLE,P113,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
URINE CONTAINER   60 ML,P114,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
URINE CONTAINER   60 ML STERLIZED,P115,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
URINE CONTAINER (EMPTY) 100 ML IMPORTED,P116,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
URINE CONTAINER (EMPTY)60 ML IMPORTED,P117,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
URINE CONTAINER 100 ML,P118,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
URINE CONTAINER 100 ML STERLIZED,P119,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
VTM  SWAB,P120,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
WOODEN COTTON SWAB STICK 1X100,P121,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
YELLOW   TIP   UNIVERSAL 1X1000,P122,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
YELLOW TIPS BOX EMPTY,P123,DISPOSSABLE ,PLASTIC WARE ,CHINA,,,,,1X1,1,,
BLUE TIPS 1X500 BIOPRO,P124,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
COVER SLIP 18X18 MM 1X200 (BIOPRO),P125,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
COVER SLIP 24X50 MM (BIOPRO),P126,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
CULTURE SWAB COTTON (BOPPRO) 1X100 PCS,P127,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
FILTER TIPS 100 UL (LABSELECT),P128,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
MICROPIPETTE 10~100 UL (BIOPRO),P129,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
MICROPIPETTE 100~1000 UL (BIOPRO),P130,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
MICROPIPETTE 1000 UL,P131,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
MICROPIPETTE 5~50 UL (BIOPRO),P132,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
NITRILE GLOVES LARGE 1X100 PCS (MAXLIFE),P133,DISPOSSABLE ,PLASTIC WARE ,MAXLIFE,,,,,1X1,1,,
NITRILE GLOVES MEDIUM 1X100 PCS MEDIUM (MAXLIFE),P134,DISPOSSABLE ,PLASTIC WARE ,MAXLIFE,,,,,1X1,1,,
PETRI DISH 90 MM PLASTIC (BIOPRO),P135,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
PETRI DISH 90 MM PLASTIC (IMMUMED),P136,DISPOSSABLE ,PLASTIC WARE ,IMMUMED,,,,,1X1,1,,
WIRE LOOP 10 UL (BIOPRO),P137,DISPOSSABLE ,PLASTIC WARE ,BIOPRO,,,,,1X1,1,,
CELL CLEAN AUTO 4 MLX20,R1,REAGENTS,SYSMEX,SYSMEX,,,,,1X1,1,,
CELL PACK SYSMEX 20 LITER,R2,REAGENTS,SYSMEX,SYSMEX,,,,,1X1,1,,
CELL PACK XNL-350 (20 LITER),R3,REAGENTS,SYSMEX,SYSMEX,,,,,1X1,1,,
EIGHT CHECK 3WP LOW1.5ML,R4,REAGENTS,SYSMEX,SYSMEX,,,,,1X1,1,,
EIGHT CHECK 3WP NORM1.5ML,R5,REAGENTS,SYSMEX,SYSMEX,,,,,1X1,1,,
FLUORO  CELL 42 ML,R6,REAGENTS,SYSMEX,SYSMEX,,,,,1X1,1,,
LYSER CELL WDF 5 LITER,R7,REAGENTS,SYSMEX,SYSMEX,,,,,1X1,1,,
STROMATOLYZER 500 ML,R8,REAGENTS,SYSMEX,SYSMEX,,,,,1X1,1,,
SULFOLYSER 1.5 LITER,R9,REAGENTS,SYSMEX,SYSMEX,,,,,1X1,1,,
SULFOLYSER 500 ML,R10,REAGENTS,SYSMEX,SYSMEX,,,,,1X1,1,,
ABD (ANTI SERA),,BIOCHEMISTRY KITS,OTHERS,OTHER,,,,,1X1,1,,
ABD DIAGAST,,BIOCHEMISTRY KITS,DIAGAST,DIAGAST,,,,,1X1,1,,
APTT 10X10 ML (HELENA),BIO H 1,BIOCHEMISTRY KITS,HELENA,HELENA,,,,,1X1,1,,
APTT 10X5 ML CACL2,BIO H 2,BIOCHEMISTRY KITS,HELENA,HELENA,,,,,1X1,1,,
APTT 6X25,BIO H 3,BIOCHEMISTRY KITS,HELENA,HELENA,,,,,1X1,1,,
BALANCE,BIO H 4,BIOCHEMISTRY KITS,HELENA,HELENA,,,,,1X1,1,,
BARCODE LABEL ROLL 1X1000 LABELS,M1,DISPOSSABLE ,MISC,,,,,,1X1,1,,
BLEECH 1X500 ML,M2,DISPOSSABLE ,MISC,,,,,,1X1,1,,
BLOOD BAG 250 ML JMS WITH BT SET,DIS 1,DISPOSSABLE ,BLOOD BAG,JMS,,,,,1X1,1,,
BLOOD COLLECTION NEEDLE 23 G,DIS 2,DISPOSSABLE ,PLASTIC WARE ,,3006.1090,,,,1X1,1,,
BON MARROW NEEDLE (MATAK),DIS 3,DISPOSSABLE ,NEEDLES,,9018.3920,,,,1X1,1,,
BONE MARROW ASPIRATION NEEDLE,DIS 4,DISPOSSABLE ,NEEDLES,,9018.3920,,,,1X1,1,,
BONE MARROW BIOPSY NEEDLE 13GX10CM,DIS 5,DISPOSSABLE ,NEEDLES,,9018.3920,,,,1X1,1,,
BONE MARROW BIOPSY NEEDLE11GX10CM,DIS 6,DISPOSSABLE ,NEEDLES,,9018.3920,,,,1X1,1,,
MISC ITEM ,DIS 7,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
DISTILLED  WATER 5 LTR,DIS 8,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
PROLYTE DAILY RINSE KIT (DIAMOND),R11,REAGENTS,PROLYTE,DIAMOND,3822.1900,,,,1X1,1,,
PROLYTE FLUID PACK  800ML (DIAMOND),R12,REAGENTS,PROLYTE,DIAMOND,3822.1900,,,,1X1,1,,
PROLYTE INTERNAL FILLING SOLUTION (DIAMOND),R13,REAGENTS,PROLYTE,DIAMOND,3822.1900,,,,1X1,1,,
PROLYTE MISSION CONTROL LEVEL 1-2-3 (DIAMOND),R14,REAGENTS,PROLYTE,DIAMOND,3822.1900,,,,1X1,1,,
PROLYTE PRINTER PAPER (DIAMOND),R15,REAGENTS,PROLYTE,DIAMOND,3822.1900,,,,1X1,1,,
PT 10-10 ML,BIO  H 5,BIOCHEMISTRY KITS,HELENA ,HELENA ,,,,,1X1,1,,
PT 10X2,BIO H 6,BIOCHEMISTRY KITS,HELENA ,HELENA ,,,,,1X1,1,,
SANI PLAST 1X100,M3,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
SANI PLAST 1X20,M4,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
SPIRIT,M5,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
STANING RACK,M6,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
STEEL BALL FOR KC4,M7,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
STOP WATCH,M8,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
SURGI GUAZ (10X10 PCS),M9,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
SURGICAL BLADE 24 NO (1X50),M10,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
SYRINGE 10 ML (1X100),M11,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
SYRINGE 20 ML (1X50),M12,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
SYRINGE 5 ML (1X100),M13,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
TEST TUBE 12X75 GLASS.,M14,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
TEST TUBE HOLDER STEEL,M15,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
TEST TUBE RACK STEEL,M16,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
THERMAL PAPER ROLL 50 MM,M17,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
THERMAL PAPER ROLL 57 MM,M18,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
THERMAL PAPER ROLL LARGE,M19,DISPOSSABLE ,MISCLINEOUS ,,,,,,1X1,1,,
ULTRA SOUND GEL,M20,DISPOSSABLE,MISCLINEOUS ,,,,,,1X1,1,,
"ZIP LOCK BAGS 3""X6""",DIS 9,DISPOSSABLE,PLASTIC,,,,,,1X1,1,,
BLOOD DOUBLE BAG,DIS 10,DISPOSSABLE,BLOOD BAG ,WEGO,,,,,1X1,1,,
BLOOD SINGLE BAG,DIS 11,DISPOSSABLE,BLOOD BAG ,WEGO,,,,,1X1,1,,
BLOOD TRIPLE BAG,DIS 12,DISPOSSABLE,BLOOD BAG ,WEGO,,,,,1X1,1,,
JMS BLOOD TRANSFUSION SET,DIS 13,DISPOSSABLE,BLOOD BAG ,JMS,,,,,1X1,1,,
XNL CHECK  L1-A  3ML VIAL,R 16,REAGENTS,CONTROLS,MISSION,3822.1900,,,,1X1,1,,
XNL CHECK  L2-A  3ML VIAL,R 17,REAGENTS,CONTROLS,MISSION,3822.1900,,,,1X1,1,,
XNL CHECK L1 3ML VIAL,R 18,REAGENTS,CONTROLS,MISSION,3822.1900,,,,1X1,1,,
XNL CHECK L2  3ML VIAL,R 19,REAGENTS,CONTROLS,MISSION,3822.1900,,,,1X1,1,,
AMIKACIN (AK-30),DISC 1,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
AMPICILLIN (AM-10),DISC 2,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
AUGMENTIN (AMC-30),DISC 3,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
AZITHROMYCIN (AZM-15),DISC 4,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
AZTREONAM (ATM-30),DISC 5,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CEFAZOLIN (CZ-30),DISC 6,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CEFEPIME (FEP-30),DISC 7,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CEFIXIME (CFM-5),DISC 8,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CEFOPERAZONE (CES-105),DISC 9,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CEFOXITIN (FOX-30),DISC 10,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CEFTAZIDIME (CAZ-30),DISC 11,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CEFTRIAXONE CRO 30,DISC 12,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CEFUROXIME (CTX-30),DISC 13,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CEFUROXIME (CXM-30),DISC 14,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CIPROFLOXACIN (CIP-5),DISC 15,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CLARITHROMYCIN (CLR-15),DISC 16,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
CLINDAMYCIN (DA-2),DISC 17,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
COLISTIN (CT-10),DISC 18,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
DOXYCYCLINE (DO-30),DISC 19,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
ERYTHROMYCIN (E-15),DISC 20,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
FOSFOMYCIN (FF-200),DISC 21,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
GENTAMYCIN (CN-10),DISC 22,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
IMIPENEM (IPM-10),DISC 23,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
LEVOFLOXACIN (LEV-5),DISC 24,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
MEROPENEM (MEM-10),DISC 25,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
MINOCYCLINE (MI-30),DISC 26,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
NITROFURANTION (F-300),DISC 27,DISC ,SESITIVITY DISC ,OXOID,,,,,1X50 ,1,,
